masp,tensp,slt,mota,gia
SP000528,Robert's Rules of Order,771,,591000
SP000529,Abduction,252,,677000
SP000530,And Never Let Her Go : Thomas Capano: The Deadly Seducer,870,,729000
SP000531,Not a Day Goes By : A Novel,470,,670000
SP000532,Sun Signs,173,,243000
SP000533,The Vampire Lestat (Vampire Chronicles   Book II),126,,426000
SP000534,The Mummy or Ramses the Damned,851,,835000
SP000535,HIS LITTLE WOMEN : HIS LITTLE WOMEN,244,,751000
SP000536,Her Mother's Daughter,870,,197000
SP000537,Your Erroneous Zones,395,,688000
SP000538,The Night Listener,393,,613000
SP000539,Organizing from the Inside Out,525,,443000
SP000540,The Hellfire Club,520,,318000
SP000541,The Diary of Jack the Ripper/the Discovery   the Investigation   the Debate,563,,916000
SP000542,Vanished,726,,651000
SP000543,The Women in His Life (G K Hall Large Print Book Series),950,,282000
SP000544,The Morning After,323,,592000
SP000545,Missing Susan,94,,265000
SP000546,Hiding in the Shadows (Shadows Trilogy (Paperback)),123,,252000
SP000547,Kitchen Privileges : A Memoir,367,,420000
SP000548,We Are Our Mothers' Daughters,24,,547000
SP000549,Horus's Horrible Day (First Graders from Mars),640,,166000
SP000550,My Garden (Beginning Literacy),794,,418000
SP000551,101 Dalmatians,179,,802000
SP000552,In the Dinosaur's Paw (Kids of the Polk Street School),772,,549000
SP000553,Ralph S. Mouse,356,,407000
SP000554,The First Journey (Animorphs. Alternamorphs   1),490,,838000
SP000555,How Do Dinosaurs Learn to Read,121,,989000
SP000556,My First Book about Space (Golden Look-Look Books (Paperback)),313,,331000
SP000557,You Be the Jury #02,348,,202000
SP000558,Comic Characters,852,,386000
SP000559,The Time Machine (Troll Illustrated Classics),812,,844000
SP000560,I Like School (in My World Series),737,,858000
SP000561,Sacred Ground,608,,477000
SP000562,Burning Water (Burning Water),867,,849000
SP000563,The Tightrope Walker,413,,331000
SP000564,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,41,,109000
SP000565,Children of the Night,258,,731000
SP000566,Rainbow the Stormy Life of Judy Garland,296,,955000
SP000567,Cold Mountain (MTI) (Vintage Contemporaries),252,,619000
SP000568,A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),695,,760000
SP000569,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,139,,455000
SP000570,Daisy Fay and the Miracle Man,876,,527000
SP000571,Little House On the Prairie,293,,273000
SP000572,Angela's Ashes: A Memoir,563,,261000
SP000573,The Next Accident,237,,901000
SP000574,Socks (Cleary Reissue),874,,596000
SP000575,The Pet Shop Mystery (Boxcar Children Special (Paper)   No 7),485,,837000
SP000576,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),120,,626000
SP000577,The Amber Spyglass (His Dark Materials   Book 3),329,,589000
SP000578,The Subtle Knife (His Dark Materials   Book 2),263,,729000
SP000579,The Golden Compass (His Dark Materials   Book 1),717,,256000
SP000580,Eyeshot,173,,441000
SP000581,If Ever I Return   Pretty Peggy-O,1,,341000
SP000582,The Rosewood Casket,399,,900000
SP000583,The Amazing Mrs. Pollifax,546,,432000
SP000584,Fast Food Nation: The Dark Side of the All-American Meal,301,,375000
SP000585,The Unsung Hero,193,,498000
SP000586,Two Princesses of Bamarre   The,784,,624000
SP000587,Ella Enchanted (rack),802,,804000
SP000588,Passing for Thin : Losing Half My Weight and Finding My Self,222,,637000
SP000589,Bloodlines (Dog Lover's Mysteries),514,,541000
SP000590,Kissing in Manhattan,532,,460000
SP000591,Echoes,820,,899000
SP000592,Someone to Watch Over Me : A Novel,857,,482000
SP000593,The Toynbee Convector,255,,559000
SP000594,One for the Money (Stephanie Plum Novels (Paperback)),815,,979000
SP000595,The Bell Jar : A Novel (Perennial Classics),538,,619000
SP000596,A polar bear called Pingo,298,,452000
SP000597,Dark Lady,761,,478000
SP000598,The Future Scrolls,192,,901000
SP000599,About Face,175,,131000
SP000600,Tarot Says Beware (A Herculeah Jones Mystery),878,,231000
SP000601,Globalhead,785,,327000
SP000602,Along Came a Spider (Alex Cross Novels),751,,982000
SP000603,Simple Abundance:  A Daybook of Comfort and Joy,1000,,875000
SP000604,The River King,610,,560000
SP000605,Final Appeal,365,,166000
SP000606,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,813,,291000
SP000607,Atonement,135,,126000
SP000608,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,584,,623000
SP000609,Someone to Watch Over Me : Stories,260,,474000
SP000610,Stately Pursuits,754,,933000
SP000611,The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect),322,,886000
SP000612,My Father   Dancing (Harvest Book),254,,863000
SP000613,Women on the Case,97,,357000
SP000614,New Cardiff,662,,863000
SP000615,Almost: A Novel,492,,730000
SP000616,A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker,921,,687000
SP000617,Stand Still Like the Hummingbird,688,,459000
SP000618,Crossing the Unknown Sea: Work As a Pilgrimage of Identity,473,,349000
SP000619,The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders,642,,946000
SP000620,Expecting Adam: A True Story of Birth   Rebirth   and Everyday Magic,952,,890000
SP000621,No Future Without Forgiveness,446,,711000
SP000622,A Call to Conscience : The Landmark Speeches of Dr. Martin Luther King   Jr.,475,,525000
SP000623,On the Road (Penguin 20th Century Classics),177,,860000
SP000624,I And Thou,827,,452000
SP000625,The Prince (Dover Thrift Editions),345,,451000
SP000626,Sarajevo   maybe (Anni Novanta/Feltrinelli),980,,282000
SP000627,Becoming a Man : Half a Life Story,130,,298000
SP000628,OLD MAN AND THE SEA,849,,725000
SP000629,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),618,,539000
SP000630,The Dominant Blonde,839,,108000
SP000631,Where the Heart Is (Oprah's Book Club (Paperback)),930,,492000
SP000632,The Girls' Guide to Hunting and Fishing,969,,956000
SP000633,Rena's Promise: A Story of Sisters in Auschwitz,200,,572000
SP000634,America the Beautiful: A Novel,830,,410000
SP000635,Easy Travel to Other Planets,489,,336000
SP000636,The Mist and the Magic (Harper Monogram),820,,911000
SP000637,Icy Sparks,138,,699000
SP000638,The True and Outstanding Adventures of the Hunt Sisters: A Novel,319,,378000
SP000639,The Time Traveler's Wife,684,,206000
SP000640,Strange Fits of Passion: A Novel,121,,754000
SP000641,The Monk Downstairs: A Novel,962,,789000
SP000642,Lost in Place: Growing Up Absurd in Suburbia,19,,343000
SP000643,My Name Is Asher Lev,947,,623000
SP000644,Waking the Dead,479,,283000
SP000645,Davita's Harp,64,,161000
SP000646,The Book of Lights,507,,352000
SP000647,The Mimic Men,969,,980000
SP000648,The Mystic Masseur,120,,174000
SP000649,Regain,678,,648000
SP000650,Le Grand Meaulnes (Classiques De Poche),954,,158000
SP000651,A l'Ouest rien de nouveau,854,,710000
SP000652,Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re,272,,181000
SP000653,Ravage,205,,660000
SP000654,Voyage d'une parisienne Ã?Â  Lhassa,33,,635000
SP000655,Les Fleurs Du Mal,532,,855000
SP000656,Chroniques martiennes,469,,581000
SP000657,Le Diable Au Corps,611,,628000
SP000658,La Faute de l'abbÃ?Â© Mouret,271,,286000
SP000659,L'Homme Qui Plantait Des Arbres,266,,803000
SP000660,La Guerre Des Boutons,280,,259000
SP000661,Paroles de Poilus : Lettres et carnets du front 1914-1918,328,,706000
SP000662,Une porte sur l'Ã?Â©tÃ?Â©,364,,275000
SP000663,Die Entdeckung der Langsamkeit.,767,,351000
SP000664,Die Grenzen des Geschlechts: Anleitungen zum Sturz des internationalen Patriarchats : Amnesty for Women (Rororo Sachbuch),84,,464000
SP000665,Frauen der Welt: Vom Fortschritt der Ungleichheit,185,,314000
SP000666,I Ging. Das Buch der Wandlung. Das groÃ?Â?e Weisheits- und Orakelbuch der alten Chinesen.,157,,433000
SP000667,African Women: Their Struggle for Economic Independence,665,,439000
SP000668,Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell),887,,857000
SP000669,Women are the Niggers of the World: Ã¼ber Frauen   Herrenmenschen und Nietzsches Peitsche (AtV Dokument und Essay),925,,687000
SP000670,Sense and Sensibility (Penguin Popular Classics),195,,618000
SP000671,Der gemietete Mann.,768,,875000
SP000672,Der Gott der kleinen Dinge.,911,,152000
SP000673,The Da Vinci Code,806,,956000
SP000674,The Rescue,653,,306000
SP000675,A Map of the World,586,,704000
SP000676,Edge of Danger,807,,954000
SP000677,Bridget Jones : The Edge of Reason,961,,901000
SP000678,Vinegar Hill (Oprah's Book Club (Hardcover)),404,,928000
SP000679,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),86,,909000
SP000680,Saving Private Ryan: A Novel,586,,147000
SP000681,Big Trouble,485,,814000
SP000682,Snow Falling on Cedars,201,,942000
SP000683,Skipping Christmas,101,,672000
SP000684,The Reader,200,,443000
SP000685,Cheaters,429,,802000
SP000686,Angel Falls,918,,142000
SP000687,The Saving Graces : A Novel,803,,651000
SP000688,Daddy's Little Girl,579,,763000
SP000689,The Vineyard : A Novel,790,,372000
SP000690,The Looking Glass : A Novel (The Locket Series),596,,458000
SP000691,If Only It Were True,320,,878000
SP000692,Dear Stranger   Dearest Friend,722,,743000
SP000693,The Cider House Rules: A Novel (Modern Library),515,,693000
SP000694,Lolita (Everyman's Library (Cloth)),707,,953000
SP000695,Message in a Bottle,627,,167000
SP000696,Blackbird: A Childhood Lost and Found,802,,937000
SP000697,Protect and Defend,645,,868000
SP000698,Blue Heaven (Contemporary American Fiction S.),259,,867000
SP000699,Julie and Romeo,132,,451000
SP000700,The Guardian,721,,380000
SP000701,Nights in Rodanthe,25,,565000
SP000702,Man and Boy,509,,265000
SP000703,One Heart,398,,175000
SP000704,Like Water for Chocolate: A Novel in Monthly Installments   With Recipes   Romances   and Home Remedies,315,,694000
SP000705,The Two Towers (The Lord of the Rings   Part 2),1000,,810000
SP000706,All of Me: A Voluptuous Tale,534,,500000
SP000707,The Perfect Storm: A True Story of Men Against the Sea,540,,185000
SP000708,The Villa,822,,287000
SP000709,In This Mountain,537,,109000
SP000710,All the Pretty Horses (Border Trilogy   Vol 1),663,,158000
SP000711,Suzanne's Diary for Nicholas,494,,242000
SP000712,He Sees You When You're Sleeping : A Novel,989,,281000
SP000713,2nd Chance,839,,931000
SP000714,The Carousel : A Novel,892,,719000
SP000715,The Promise Remains,561,,236000
SP000716,You Cannot Be Serious,93,,327000
SP000717,LAKE NEWS : A Novel,776,,135000
SP000718,Liar's Game,414,,1000000
SP000719,Out of the Blue,637,,879000
SP000720,Voice of the Eagle,348,,776000
SP000721,The Kingdom by the Sea: A Journey Around Great Britain,833,,705000
SP000722,Shattered Uk,929,,321000
SP000723,The Proud and the Free,880,,307000
SP000724,Shoah,55,,337000
SP000725,The Bad Beginning (A Series of Unfortunate Events   Book 1),538,,603000
SP000726,TERROR FIRMA,422,,796000
SP000727,Le Loup-garou,35,,194000
SP000728,Chronique d'une mort annoncÃ?Â©e,417,,371000
SP000729,Le neveu d'AmÃ?Â©rique,939,,714000
SP000730,Last Exit to Brooklyn,184,,741000
SP000731,More George W. Bushisms: More Verbal Contortions from America's 43rd President,97,,560000
SP000732,Therapy,525,,241000
SP000733,Scottish Ghosts,364,,436000
SP000734,Awful End (Eddie Dickens Trilogy S.),13,,506000
SP000735,The Wasp Factory,203,,786000
SP000736,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,537,,118000
SP000737,The World's Stupidest Laws,209,,460000
SP000738,"Of Mice and Men (Steinbeck \Essentials\"")""",32,,223000
SP000739,The World's Stupidest Signs,96,,149000
SP000740,Nessie: The Loch Ness Monster,113,,472000
SP000741,XIII   tome 13   L'enquÃ?Âªte : the XIII mystery,938,,745000
SP000742,How Not to Say What You Mean: A Dictionary of Euphemisms (Oxford Paperback Reference S.),686,,342000
SP000743,Cooking for One (Cook's Essentials),382,,164000
SP000744,Les Fourmis,909,,505000
SP000745,How to Draw Celtic Knotwork: A Practical Handbook,440,,225000
SP000746,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,120,,929000
SP000747,Celtic Myths and Legends,1000,,254000
SP000748,Scottish Folk and Fairy Tales (Penguin Popular Classics),516,,462000
SP000749,Terrible Times (Eddie Dickens Trilogy S.),923,,522000
SP000750,CantilÃ¨nes en gelÃ©e ; Barnum's digest ; Vingt poÃ¨mes inÃ©dits (10/18 [i.e. Dix/dix-huit] ; 517),981,,436000
SP000751,Glasgow Zen,886,,313000
SP000752,Totally Muffins Cookbook (Totally Cookbooks),326,,409000
SP000753,Tigger's Little Book of Diet and Exercise,995,,662000
SP000754,Eeyore's Little Book of Gloom,603,,919000
SP000755,The Adventures of Dougal,481,,938000
SP000756,Amy and Isabelle,835,,255000
SP000757,Rule of the Bone : Novel   A,882,,541000
SP000758,Me Talk Pretty One Day,459,,135000
SP000759,Stone Butch Blues,993,,894000
SP000760,stardust,652,,584000
SP000761,Fires of Aggar,543,,426000
SP000762,Kamikaze Lust,636,,118000
SP000763,Gossamer Axe,873,,310000
SP000764,Witchfire,323,,228000
SP000765,Seven Moves,442,,393000
SP000766,Return to Isis,780,,482000
SP000767,Hood,161,,827000
SP000768,Leaving Pipe Shop: Memories of Kin,956,,627000
SP000769,Love Ruins Everything: A Novel,365,,173000
SP000770,Skin: Talking About Sex   Class &amp; Literature,314,,562000
SP000771,Death: At Death's Door (Vertigo   Number 1),329,,546000
SP000772,The Second Coming of Curly Red,856,,715000
SP000773,Night Mares,882,,241000
SP000774,Hen's Teeth,905,,464000
SP000775,The Door to December,617,,951000
SP000776,No Shirt   No Shoes   No Problem!,865,,540000
SP000777,The Scions of Shannara (Heritage of Shannara (Paperback)),123,,140000
SP000778,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),944,,209000
SP000779,The Hutt Gambit (Star Wars: The Han Solo Trilogy   Vol. 2),119,,522000
SP000780,A Year of Full Moons,189,,616000
SP000781,Alanna: The First Adventure (Song of the Lioness (Paperback)),640,,424000
SP000782,The Beans of Egypt   Maine,344,,459000
SP000783,Warrior Moon,220,,759000
SP000784,The Funhouse,318,,379000
SP000785,Cold Iron,783,,664000
SP000786,Circle of Three #12: Written in the Stars (Circle of Three),860,,796000
SP000787,The Space Merchants,591,,386000
SP000788,DREAMSNAKE,11,,255000
SP000789,Titan,16,,387000
SP000790,The Year They Burned the Books,543,,594000
SP000791,A Density of Souls,271,,564000
SP000792,Slow River,9,,455000
SP000793,Changer,100,,582000
SP000794,Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),214,,831000
SP000795,Lark in the Morning,952,,684000
SP000796,Saving Grace,503,,164000
SP000797,Lena (50 State Quarters),954,,420000
SP000798,I Hadn't Meant to Tell You This,917,,574000
SP000799,Raise the Roof: The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,870,,739000
SP000800,Ufos   JFK and Elvis: Conspiracies You Don't Have to Be Crazy to Believe,504,,348000
SP000801,Hannibal,330,,429000
SP000802,About a Boy (Movie Tie-In),383,,621000
SP000803,Mostly Harmless,353,,957000
SP000804,The Thorn Birds (Modern Classics),527,,818000
SP000805,Dreamcatcher,756,,863000
SP000806,Sudden Mischief (Spenser Mysteries (Hardcover)),953,,289000
SP000807,Elements of Programming With Perl,423,,908000
SP000808,To Catch a Cat,787,,243000
SP000809,People of the Wolf (The First North Americans series   Book 1),880,,669000
SP000810,The Door to December,891,,462000
SP000811,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),687,,417000
SP000812,Smilla's Sense of Snow,828,,969000
SP000813,The Grass Is Always Greener over the Septic Tank,199,,722000
SP000814,Viaggi del tempo immobile (I coralli),818,,687000
SP000815,Rumpole on Trial,477,,582000
SP000816,Billy Bathgate,564,,346000
SP000817,Citizens: A Chronicle of the French Revolution,384,,412000
SP000818,The Man Who Killed the Deer,723,,210000
SP000819,The Music of Dolphins (Apple Signature Edition),792,,480000
SP000820,Sunwing (Aladdin Fantasy),143,,486000
SP000821,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),554,,218000
SP000822,The Hork-Bajir Chronicles (Animorphs Series),381,,692000
SP000823,The Silver Chair (full color) (Narnia),916,,939000
SP000824,The Magician's Nephew (Narnia),111,,276000
SP000825,Circles in the Stream (Avalon: Web of Magic   1),559,,103000
SP000826,High Wizardry: The Third Book in the Young Wizards Series,434,,974000
SP000827,Deep Wizardry: The Second Book in the Young Wizards Series,660,,870000
SP000828,So You Want to Be a Wizard: The First Book in the Young Wizards Series,563,,834000
SP000829,Going for Great (Ag Fiction (American Girl)),755,,328000
SP000830,All That Glitters (Avalon   2),527,,153000
SP000831,Cry of the Wolf (Avalon   3),596,,916000
SP000832,The Secret of the Unicorn (Avalon Web of Magic   4),178,,250000
